reference_V,measured_V
0.9900893193121927,0.8059952218165608
1.1145349391500523,0.8660861340801809
-1.9384106665296572,-1.8809899320624672
0.0022831303241258242,-0.5984827897135375
0.7439479958683201,-0.05713543948227506
-0.07613824634318407,0.6499329053922734
-0.07889400334225946,-0.6329216702634326
0.6272586363124951,0.40235842819548845
-0.8375701138711465,-0.6886096276254317
0.4465779424272199,0.8079183051843154
0.41435126592884075,-0.20885083080470868
-1.7634445675278263,-0.587337870848097
-0.4971536589344222,-0.11579341193823972
2.3422601664084466,1.3394056291367378
-0.0991602137604094,-0.13462618429611192
-0.061154296952868434,-0.537312838864179
0.24339592059079243,0.047981955841949045
0.6799583019698244,0.6338323705839932
-0.2361160452464914,-0.8213765224131064
-1.3285673013788881,-0.6247752204920349
-0.7286023479045916,-0.10789039599547068
-0.741769114629312,-1.1791830255957616
-1.3653817055180915,0.12428055204238486
-0.28062071860597243,-0.697138156788692
-1.6491541821268676,-2.2587979564390235
1.2059485016806866,0.35031202951692936
0.2920461774524871,0.8168325412447113
0.6209573497062941,0.44066577534038853
-0.37745244979966613,-0.7934124073761586
-0.24675352028924089,-0.8819787562267914
-0.04380572579668312,0.9429708163401813
-0.24465674141760196,0.2374308815326077
1.0336443444104289,0.6739928305770821
0.7571883328019409,0.060342574763188994
2.398297455807119,1.3133605613720427
0.6473191025099956,0.4293778827755591
-0.04212446828965119,0.09003157107407275
-0.9833892407635486,-0.44158673713803037
-0.44804747370061726,-0.4489801510263583
-0.3308693392493445,0.21327885040381994
-0.961499306187825,-1.184689508043831
0.3447523786558963,-0.49642753448490706
-1.3346462939602282,-0.7854320199541351
0.67768871450776,0.44368093373606493
-0.21989790797957628,0.22940807960474213
0.5551501777881523,0.43388046542869474
1.275501324258373,1.0570355996392649
-1.632281595088029,-0.7477796411267077
0.4047699054984027,0.4656340352204972
0.8373855408594105,1.1933232088809929
-0.007252722213202115,0.4188476960365235
-2.2280345977978446,0.12366223076976302
0.45531461108759297,-0.10990284365993902
-1.1935320734433126,-1.124799568505452
-0.4950660858785289,-0.6091958898950502
0.12083577146906874,0.649326211361601
-0.44845125176196043,-0.39263949709507207
0.11199459480453518,0.3732716636927676
0.6281178842411671,0.4803223753860333
-1.5373105011792199,-1.1578982406975973
0.03733130166718937,0.1497670778397394
-1.43782806856191,-0.21554643882984703
0.27037470496108773,0.9915723569103297
0.7707798236707374,0.7208290546585283
-1.9537897817301153,-1.4308515322087594
2.0044133794015497,0.8093310635204413
-0.8761609802710186,0.09466249038478969
-0.5710222483584088,-0.9713394226350995
0.6204035822025041,0.6528368255195973
1.4312437076801858,0.7713369964376713
0.0021697637106698375,-0.30495282284243297
-1.0006687924287885,-0.4129132719519567
0.29011186349456564,-0.12072173980385562
0.15739673631047918,-0.6322011572441051
1.9096561135359138,1.0245113033954236
0.5971993070599673,0.8743263561157351
0.2559493214007603,-0.018111801346554213
-0.31638452418739055,-0.47404646988457005
-1.0851782956317966,-0.9263782008577551
-0.5686164963980006,-0.5287383745871372
-0.28196778036328113,-0.10339951658665683
0.6707291125065501,-0.08074837569165616
0.19907296744319092,0.33794814845672727
0.5243469118127874,0.6725811583327886
-0.058760214284584986,0.3808547415110062
-0.3286175634028132,-0.8012776480498156
-1.0815472570186424,-1.1080705484894948
0.784421404479365,0.4111824315348187
0.07878717775468357,1.0443550215584674
-0.34790649781244287,-0.10660612692294065
-1.6220785487998393,-0.8701010064313953
-0.7198116820475023,0.24626896226776857
-0.6661582169657121,-0.8031944114505059
-0.1973989825987216,0.7010780604612202
-1.0303922751499197,-1.3078073157880432
-0.7899097814758301,0.16939566088916103
-1.3341540323497378,-0.1167161428434883
-0.36072344147535357,-0.053532316499502575
-0.7052240797390864,-0.8039492573835636
-1.0683050895426467,-0.9525340195928089
0.7629416747071345,0.2502724700607286
1.4176488566949035,0.4428324621012185
-0.6900553342601651,-0.591652583081858
1.0147071936076666,0.3918243925121849
-1.0952609076221997,-1.7066232329492106
0.4188156620254113,0.2185357501310529
-0.7509401912918351,-0.6197815674955343
1.4627542401563765,0.5266093465704079
-1.2171188344797013,-0.8100736953336642
-0.6878429354024216,0.05860660974960569
-0.7290626451604371,-0.8002377129832902
2.5491103890912634,1.5099799747643141
0.8849593913151025,0.24993896368096097
0.35215083399487057,0.42922179255771853
0.7615095082708517,0.5020449593291483
0.5768194800963904,0.23058380717459753
-0.7379485660277597,-0.1793929458682777
0.3664936952275658,0.14804262568134133
-1.476717938188385,-0.20725716663222926
1.6098656187097173,0.6112718368041512
1.4171935606889274,1.1459708279889336
0.054318888174320186,0.28216778411912974
-2.1911061984335114,-1.0921411417953444
-0.13894639534805714,-0.15136685844414405
-0.8892872396456043,1.141720402646011
0.9315510720183067,0.8332048095254163
-0.26049500981923884,0.4653385212417084
-0.8011015412399858,-0.2646086830970317
-1.4094018137051763,-0.9631680159695484
-0.270948986800355,-0.06321251685801543
-0.13884900175723777,0.018288926195798333
-0.5701716330651811,-1.0575116425117752
0.1867648407942219,-0.3913146233726127
-0.6625876039662048,-0.2671121441297314
-0.45791279879487323,-0.28511935322738347
0.5824414974272553,1.1192149467632837
-0.14779550038536032,0.10407749613620058
-0.9420555316186155,-0.1390341169701848
1.4000909260586625,0.5739114190789929
-0.16623011955651942,-0.5090576890349793
1.0372034864022606,0.9701351349349698
-1.317280236031237,-0.7936957572614843
0.7861711734919282,1.2698506132991922
0.6965245101465002,-0.18974923085761303
0.8506142226718226,-0.6068994927623329
-0.6307368943079594,-0.080451243545891
-0.5084424063590414,0.23565105846144557
1.1809087778708376,0.6648142991596058
1.6547710235646187,0.39605109363268853
1.273633039156986,0.5710041448733616
0.3419460514334346,0.31691535512714114
-0.8476599917277136,-1.1002258802120806
-0.2913987821779436,-0.10374358831255717
0.2513805686811438,0.38006716742303875
0.4754980103361674,0.8849486043515572
-0.05505859412269482,-0.3336775476995713
-2.1120388855403145,-1.609327279163224
0.3323234207021078,0.05977744129110238
-2.8913776856239832,-1.3875147553777571
1.1488293737073527,0.7244425877976313
-1.3681987939735718,-1.3219104712552627
0.7040643519809533,0.2998977549692603
-1.0478357290447915,-0.7874904402948888
0.07741081288965201,0.6480771040025495
-0.9655064878206673,-1.278710531345471
-0.7627333354455768,-1.1926318998232672
-0.22781119155712798,-0.5435898010742359
0.14907753262775947,-0.3530600327907718
0.28306357941312416,0.5372032361699258
-0.5424279066113409,-0.9636716036215782
-0.603920551808702,-0.19492067341123998
-1.5079244699944077,-1.1966424785807837
-0.7794011147614313,-0.6228589261199071
-0.4221366006170475,-0.13036935070346373
0.5472410401737603,0.40150911667644473
-0.20631847026968517,-0.46503707488827417
-0.7919958258311431,-0.4580201469793549
0.7060732848458912,0.916655836491552
-0.7121637032822822,0.3308524015727361
0.27910334127790015,0.49642052408450854
0.10163417161276403,0.4075112747931656
-0.30383544683700786,-0.31702556665548565
0.511904385720499,-0.017032481076292516
1.3113646100869842,1.1063235494375587
-0.326809061389634,0.5161441950106543
1.3832686208971126,0.51276269473706
-0.6123009122942972,-0.5462204728196199
-0.20165640971822074,0.22858614269477767
0.4488068238689496,0.7945839373494361
1.2951333424170537,1.8156166802693368
-0.5957557578203795,-0.8148240983824558
-1.0841796719199988,-0.7058115483332523
0.7021745137646788,-0.16669704171517435
0.2796506305610144,-0.8785904322174243
-1.1010582344704904,-1.0460329974177507
0.5666881351964671,0.09047363822703991
0.9025800204193897,0.5431933184771155
1.1137945341792241,0.1698254553410315
2.8245409164890227,2.6844316725935498
-1.5726432360462244,-1.180849797764917
-2.695456686651262,-1.9292020767341658
0.6055865723851896,0.5003663625242996
1.1333318442116067,0.6509621117879434
-0.6363096841027072,-0.8778859950426241
-0.05821289077710785,0.8317426349558655
0.7748214346751962,0.9955925468372626
0.6294263583955599,0.32733527164591975
0.727389206527424,0.8937453351878285
0.6188090089894146,0.4644700333833671
0.14378646366582065,0.4726526530637102
0.1638517631049756,0.47036723923166324
0.9620785683146189,0.5194588695667378
-1.219232446647677,-0.6187918096496153
-1.370500118922383,-0.2882733093540234
-0.14077041476936344,-0.13371047371669187
1.1018556348332837,1.0747595859063737
0.26540752220338865,0.2558306980214657
0.939979517747366,0.7772818760462773
-2.2221821138901463,-2.123021079887965
-1.194999808856734,-0.8815310899175959
-1.558993580521469,-0.8459858788937666
-0.1394982571427093,0.31138854544690564
1.266781191696538,0.9352051831156056
1.1119418853106207,0.32029989167353723
-0.20775799300289563,-0.2882209570034655
-0.2140083688948291,0.10462060758984854
1.9275882049049087,1.5087720269954772
1.228912387674087,0.3199089374190232
-0.8283053922596024,-0.6957259798553092
1.09682855847665,0.43912583858934795
-0.01745663331036434,0.641687122147315
